molecule_chembl_id,canonical_smiles,standard_value,bioactivity
CHEMBL4561445,N#Cc1ccc(N2CCC(C(=O)N3N=CC[C@H]3c3cc(F)cc(F)c3)CC2)nn1,7.9,active
CHEMBL4450890,N#Cc1cnc(N2CCC(C(=O)N3N=CC[C@H]3c3cc(F)cc(F)c3)CC2)cn1,2.0,active
CHEMBL4541955,N#Cc1nccc(N2CCC(C(=O)N3N=CC[C@H]3c3cc(F)cc(F)c3)CC2)n1,2.5,active
CHEMBL4514271,N#Cc1cc(N2CCC(C(=O)N3N=CC[C@H]3c3cc(F)cc(F)c3)CC2)ncn1,1.0,active
CHEMBL4545939,Cc1nnc(N2CCC(C(=O)N3N=CC[C@H]3c3cc(F)cc(F)c3)CC2)o1,20.0,active
CHEMBL1580000,O=C(Nc1cccc(Cl)c1)N1N=CCC1c1ccccc1,398.0,active
CHEMBL4584741,CC(C)(C)C(=O)N1CCCC1c1ccccc1,316.0,active
CHEMBL4446915,CC(C)(C)C(=O)N1N=CCC1c1ccccc1,8.0,active
CHEMBL4521353,CC(C)(C)C(=O)N1N=CC[C@H]1c1ccccc1,4.0,active
CHEMBL4442060,CC(C)(C)C(=O)N1N=CC[C@@H]1c1ccccc1,10000.0,inactive
CHEMBL4438495,CC(C)(C)C(=O)N1CCCC1c1cccc(F)c1,79.0,active
CHEMBL4545356,CC1=NN(C(=O)C(C)(C)C)[C@H](c2ccccc2)C1,159.0,active
CHEMBL4437641,C[C@@H]1C=NN(C(=O)C(C)(C)C)[C@@H]1c1ccccc1,400.0,active
CHEMBL4463613,CC(C)(C)C(=O)n1nccc1-c1ccccc1,10000.0,inactive
CHEMBL4577829,CC(C)(C)C(=O)N1CCCCC1c1ccccc1,10000.0,inactive
CHEMBL4464244,CC(C)(C)C(=O)N1CCOCC1c1ccccc1,1000.0,active
CHEMBL4458681,CC(C)(C)C(=O)N1CCNCC1c1ccccc1,10000.0,inactive
CHEMBL4555675,CN1CCN(C(=O)C(C)(C)C)C(c2ccccc2)C1,10000.0,inactive
CHEMBL4455695,CC(C)(C)C(=O)N1CCSC1c1ccccc1,1000.0,active
CHEMBL4540090,CC(C)(C)C(=O)N1CCC1c1ccccc1,126.0,active
CHEMBL4537171,CC(C)(C)C(=O)N1N=CCC1c1cccc(F)c1,4.0,active
CHEMBL4514028,Cc1ccc(C2CC=NN2C(=O)C(C)(C)C)cc1F,2.5,active
CHEMBL4593226,CC(C)(C)C(=O)N1N=CCC1c1cc(F)cc(F)c1,6.4,active
CHEMBL4436215,Cc1ccc(C2CC=NN2C(=O)C(C)(C)C)cc1,4.0,active
CHEMBL4576386,CC(C)(C)C(=O)N1N=CCC1c1ccc(Cl)cc1,13.0,active
CHEMBL4556131,CC(C)(C)C(=O)N1N=CCC1c1cccc(Cl)c1,63.0,active
CHEMBL4533161,CC(C)(C)C(=O)N1N=CCC1c1ccc(C(C)(C)C)cc1,1000.0,active
CHEMBL4436896,CC(C)(C)C(=O)N1N=CCC1c1ccc(S(C)(=O)=O)cc1,1000.0,active
CHEMBL4544356,CC(C)(C)C(=O)N1N=CCC1c1ccccn1,398.0,active
CHEMBL4446523,CC(C)(C)C(=O)N1N=CCC1c1cccnc1,126.0,active
CHEMBL4448908,CC(C)(C)C(=O)N1N=CCC1c1ccncc1,1000.0,active
CHEMBL4446758,CC(C)(C)C(=O)N1N=CCC1c1cc[nH]n1,1000.0,active
CHEMBL4446928,CC(C)(C)C(=O)N1N=CCC1c1c[nH]cn1,5012.0,intermediate
CHEMBL4440532,CC(C)(C)C(=O)N1N=CCC1c1cocn1,1000.0,active
CHEMBL4590117,CC(C)(C)C(=O)N1N=CCC1C1CCCCC1,794.0,active
CHEMBL4467752,CC(C)(C)C(=O)N1N=CCC1C1CCCC1,794.0,active
CHEMBL4472572,CC(C)(C)C(=O)N1N=CCC1C1CCOCC1,1000.0,active
CHEMBL4452768,CN1CCC(C2CC=NN2C(=O)C(C)(C)C)CC1,1000.0,active
CHEMBL4519627,CC(C)C(=O)N1N=CCC1c1ccccc1,159.0,active
CHEMBL4451628,CC(C)(CO)C(=O)N1N=CCC1c1ccccc1,501.0,active
CHEMBL4437098,CC(C)(CN)C(=O)N1N=CCC1c1ccccc1,10000.0,inactive
CHEMBL4457026,O=C(C1CCCC1)N1N=CCC1c1ccccc1,63.0,active
CHEMBL4471642,O=C(C1CCCCC1)N1N=CCC1c1ccccc1,13.0,active
CHEMBL4436131,O=C(C1CCC1)N1N=CCC1c1ccccc1,200.0,active
CHEMBL4474301,O=C(C1CCOCC1)N1N=CCC1c1ccccc1,794.0,active
CHEMBL4474937,O=C(C1CCOC1)N1N=CCC1c1ccccc1,1000.0,active
CHEMBL4564157,O=C(c1ccccc1)N1N=CCC1c1ccccc1,794.0,active
CHEMBL4452678,O=C(c1ccncc1)N1N=CCC1c1ccccc1,2000.0,intermediate
CHEMBL4554458,O=C(c1cccnc1)N1N=CCC1c1ccccc1,2000.0,intermediate
CHEMBL4519892,O=C(c1ccccn1)N1N=CCC1c1ccccc1,10000.0,inactive
CHEMBL4527680,CN1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,7940.0,intermediate
CHEMBL4565985,O=C(C1CCN(c2ccccc2)CC1)N1N=CCC1c1ccccc1,79.0,active
CHEMBL4553214,CC(=O)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,501.0,active
CHEMBL4474320,CC(=O)N1CCC(C(=O)N2N=CC[C@H]2c2ccccc2)CC1,126.0,active
CHEMBL4463322,O=C(C1CCN(C(=O)C(F)(F)F)CC1)N1N=CCC1c1ccccc1,160.0,active
CHEMBL4526661,CCC(=O)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,316.0,active
CHEMBL4448942,O=C(C1CCCCC1)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,2511.0,intermediate
CHEMBL4588685,O=C(c1ccccc1)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,79.0,active
CHEMBL4548719,O=C(c1cccnc1)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,316.0,active
CHEMBL4575848,O=C(c1ccccn1)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,316.0,active
CHEMBL4584779,O=C(c1cocn1)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,7.9,active
CHEMBL4548784,O=C(c1cnco1)N1CCC(C(=O)N2N=CC[C@H]2c2ccccc2)CC1,10.0,active
CHEMBL4583157,O=C(c1cc[nH]n1)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,100.0,active
CHEMBL4524420,O=C(c1cn[nH]c1)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,251.0,active
CHEMBL4465743,O=C(c1c[nH]nn1)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,159.0,active
CHEMBL4552893,O=C(c1cscn1)N1CCC(C(=O)N2N=CC[C@H]2c2ccccc2)CC1,16.0,active
CHEMBL4594130,O=C(C1CCN(c2ccccc2)CC1)N1N=CC[C@H]1c1ccccc1,25.0,active
CHEMBL4454462,O=C(C1CCN(c2ccccn2)CC1)N1N=CC[C@H]1c1ccccc1,16.0,active
CHEMBL4455042,O=C(C1CCN(c2ncccn2)CC1)N1N=CC[C@H]1c1ccccc1,10.0,active
CHEMBL4443534,O=C(C1CCN(c2ccncn2)CC1)N1N=CC[C@H]1c1ccccc1,32.0,active
CHEMBL4556751,O=C(C1CCN(c2cccnn2)CC1)N1N=CC[C@H]1c1ccccc1,50.0,active
CHEMBL4454881,Cc1nnc(N2CCC(C(=O)N3N=CC[C@H]3c3ccccc3)CC2)o1,126.0,active
CHEMBL4561445,N#Cc1ccc(N2CCC(C(=O)N3N=CC[C@H]3c3cc(F)cc(F)c3)CC2)nn1,25.0,active
CHEMBL4450890,N#Cc1cnc(N2CCC(C(=O)N3N=CC[C@H]3c3cc(F)cc(F)c3)CC2)cn1,7.9,active
CHEMBL4541955,N#Cc1nccc(N2CCC(C(=O)N3N=CC[C@H]3c3cc(F)cc(F)c3)CC2)n1,2.0,active
CHEMBL4514271,N#Cc1cc(N2CCC(C(=O)N3N=CC[C@H]3c3cc(F)cc(F)c3)CC2)ncn1,4.0,active
CHEMBL4545939,Cc1nnc(N2CCC(C(=O)N3N=CC[C@H]3c3cc(F)cc(F)c3)CC2)o1,63.0,active
CHEMBL4545939,Cc1nnc(N2CCC(C(=O)N3N=CC[C@H]3c3cc(F)cc(F)c3)CC2)o1,8.5,active
CHEMBL381230,CN1C(=O)NC(Cc2c[nH]c3c(Cl)cccc23)C1=O,320.0,active
CHEMBL4453780,CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(CC(=O)Cc4ccccc4)c3)cc2s1,200.0,active
CHEMBL4464023,CC(=O)Nc1nc2ccc(-c3cnc(C)c(CC(=O)OC4CCCCC4)c3)cc2s1,90.0,active
CHEMBL1171837,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,12.0,active
CHEMBL4464634,Cc1ccc(CCCCN2C(=O)N[C@H](Cc3c[nH]c4c(Cl)cccc34)C2=O)cc1C#Cc1cnc2cccnn12,90.0,active
CHEMBL477772,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,873.0,active
CHEMBL2171124,Cn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(C(F)(F)F)c2)c2c(N)ncnc21,18.0,active
CHEMBL2441342,Cn1cc(-c2ccc3c(c2F)CCN3C(=O)Cc2cccc(C(F)(F)F)n2)c2c(N)ncnc21,69.0,active
CHEMBL4439426,Oc1ccc(-c2cc3cccnc3[nH]2)cc1,1030.0,intermediate
CHEMBL4439913,CNC(=O)c1ccc2c(c1)ncn2-c1ccc(CC(=O)OC(C)(C)C)cc1,0.9,active
CHEMBL4441118,Cc1cc(-c2cnc(N)c3c(-c4ccc5scnc5c4)csc23)n(C)n1,8.6,active
CHEMBL4469781,CC(C)S(=O)(=O)c1ccc2nccc(Nc3ccc4ncsc4c3)c2c1,1.8,active
CHEMBL4439913,CNC(=O)c1ccc2c(c1)ncn2-c1ccc(CC(=O)OC(C)(C)C)cc1,0.3,active
CHEMBL4441118,Cc1cc(-c2cnc(N)c3c(-c4ccc5scnc5c4)csc23)n(C)n1,6.5,active
CHEMBL4469781,CC(C)S(=O)(=O)c1ccc2nccc(Nc3ccc4ncsc4c3)c2c1,1.3,active
CHEMBL395358,Cc1ccc(O)cc1Nc1ccnc2cc(-c3ccccn3)ccc12,73.6,active
CHEMBL4474235,Cc1ccc(Oc2ccnc3cc(-c4cnn(C5CCCCC5)c4)ccc23)cc1,20.8,active
CHEMBL1336,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,1500.0,intermediate
CHEMBL2028663,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,53200.0,inactive
CHEMBL4438748,CN(C)c1ccc(C(=O)Nc2cccc(NC(=O)COc3ccc4c(=O)ccoc4c3)c2)cc1,10000.0,inactive
CHEMBL4776698,CCCCNc1nc2ccc([N+](=O)[O-])cc2[nH]1,12120.0,inactive
CHEMBL4796622,CCCCNc1nc2cc([N+](=O)[O-])ccc2s1,2890.0,intermediate
CHEMBL4521353,CC(C)(C)C(=O)N1N=CC[C@H]1c1ccccc1,16.0,active
CHEMBL4442060,CC(C)(C)C(=O)N1N=CC[C@@H]1c1ccccc1,10000.0,inactive
CHEMBL4521353,CC(C)(C)C(=O)N1N=CC[C@H]1c1ccccc1,1.6,active
CHEMBL4442060,CC(C)(C)C(=O)N1N=CC[C@@H]1c1ccccc1,10000.0,inactive
CHEMBL4088216,CN1C(=O)[C@@H](N2CCc3cn(Cc4ccccc4)nc3C2=O)COc2ccccc21,21.88,active
CHEMBL4549667,CN1C(=O)[C@@H](N2CCc3c(nn(Cc4ccccc4)c3Br)C2=O)COc2ccccc21,10.0,active
CHEMBL4097778,CN1C(=O)[C@@H](N2CCc3cn(CC4CCS(=O)(=O)CC4)nc3C2=O)COc2ccccc21,1000.0,active
CHEMBL5083542,Cc1ncc(-c2ccc3nc(NC(=O)C4CC4)sc3c2)cc1NC(=O)OC1CCOCC1,67.0,active
CHEMBL5177284,Cc1ccc(-c2cn([C@H]3CC[C@@H](N)CC3)c3ncnc(N)c23)c(F)c1,30000.0,inactive
CHEMBL195008,CN1C(=O)C(Cc2c[nH]c3ccccc23)NC1=S,1139.0,intermediate
CHEMBL4092421,CCC(C)(C)C(=O)N(O)Cc1ccccc1,298.0,active
CHEMBL4071864,CN1C(=O)[C@@H](NC(=O)c2n[nH]c(Cc3ccccc3)n2)COc2ccccc21,33.0,active
CHEMBL5197133,O=C(c1ccccc1)N1CCC2(CC1)CN(Cc1ccccc1)C2=O,1007.0,intermediate
CHEMBL5198841,O=C(c1ccccc1)N1CCC2(CC1)CCN(Cc1ccccc1F)C2=O,186.0,active
CHEMBL5187835,O=C(c1ccccc1)N1CCC2(CC1)CCN(Cc1cc(F)ccc1F)C2=O,693.0,active
CHEMBL5177216,O=C(c1ccc2cc[nH]c2c1)N1CCC2(CC1)CCN(Cc1cc(F)ccc1F)C2=O,624.0,active
CHEMBL5179059,Cn1ccc2ccc(C(=O)N3CCC4(CC3)CCN(Cc3cc(F)ccc3F)C4=O)cc21,92.0,active
CHEMBL4090723,Cc1cc(Nc2cc(N3CCOCC3)nc(Nc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,167.0,active
CHEMBL4069729,Cc1cc(Nc2cc(N3CCCCC3)nc(Nc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,295.0,active
CHEMBL1171837,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,12.0,active
CHEMBL4464634,Cc1ccc(CCCCN2C(=O)N[C@H](Cc3c[nH]c4c(Cl)cccc34)C2=O)cc1C#Cc1cnc2cccnn12,90.0,active
CHEMBL5171111,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3cccc4ncccc34)c(F)c2)ccn1,5.7,active
CHEMBL1214141,Cc1ccc(Nc2ncc3c(n2)N(C)C(=O)N(c2cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc2C)C3)cn1,18.9,active
CHEMBL1336,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,1500.0,intermediate
CHEMBL2171124,Cn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(C(F)(F)F)c2)c2c(N)ncnc21,18.2,active
CHEMBL2441340,Cc1cccc(CC(=O)N2CCc3c2ccc(-c2cn(C)c4ncnc(N)c24)c3F)n1,69.1,active
CHEMBL3108785,Cc1cccc(NC(=O)Nc2cccc(-c3c[nH]c4ncc(-c5ccccc5)cc34)c2)c1,13.0,active
CHEMBL4071864,CN1C(=O)[C@@H](NC(=O)c2n[nH]c(Cc3ccccc3)n2)COc2ccccc21,1.0,active
CHEMBL5173634,CN1C(=O)[C@@H](NC(=O)c2nc(Cc3ccccc3)n[nH]2)COc2ccc(C#CC3CC3)cc21,5.7,active
CHEMBL3109212,Nc1cccc(-c2cnc3[nH]cc(-c4cccc(NC(=O)Nc5cc(C(F)(F)F)ccc5F)c4)c3c2)c1,32.0,active
CHEMBL247228,Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,13.0,active
CHEMBL3108785,Cc1cccc(NC(=O)Nc2cccc(-c3c[nH]c4ncc(-c5ccccc5)cc34)c2)c1,20.0,active
CHEMBL3109212,Nc1cccc(-c2cnc3[nH]cc(-c4cccc(NC(=O)Nc5cc(C(F)(F)F)ccc5F)c4)c3c2)c1,1.3,active
CHEMBL5176721,O=C(c1cnn(Cc2ccccc2)c1)N1CCOc2ccccc2C1,450.0,active
CHEMBL370438,CN1C(=O)N[C@H](Cc2c[nH]c3c(Cl)cccc23)C1=O,320.0,active
CHEMBL5198153,COc1ccc2c(c1)C1=CN(C(=O)CO)[C@H](c3ccc(OC)c(F)c3)[C@@H]1CC2,440.0,active
CHEMBL259796,C[C@H](NC(=O)c1ccc(C#N)n1C)c1c(F)cccc1Cl,370.0,active
CHEMBL4453780,CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(CC(=O)Cc4ccccc4)c3)cc2s1,200.0,active
CHEMBL4464023,CC(=O)Nc1nc2ccc(-c3cnc(C)c(CC(=O)OC4CCCCC4)c3)cc2s1,90.0,active
CHEMBL4521353,CC(C)(C)C(=O)N1N=CC[C@H]1c1ccccc1,1.6,active
CHEMBL5208359,COc1cc2c(cn1)N(C)C(=O)[C@@H](NC(=O)c1nc3n(n1)[C@H](c1ccccc1)CC3)CC2,21.0,active
CHEMBL4088216,CN1C(=O)[C@@H](N2CCc3cn(Cc4ccccc4)nc3C2=O)COc2ccccc21,18.0,active
CHEMBL4549667,CN1C(=O)[C@@H](N2CCc3c(nn(Cc4ccccc4)c3Br)C2=O)COc2ccccc21,1.3,active
CHEMBL5415623,Nc1cc(N2CCC(C(=O)N3OCC[C@H]3c3cc(F)cc(F)c3)CC2)ncn1,13.0,active
CHEMBL5418785,Cc1c(F)cc([C@@H]2CCON2C(=O)C2CCN(c3cc(N)ncn3)CC2)cc1C#N,23.0,active
CHEMBL5431192,N#Cc1cc(F)cc([C@@H]2CCON2C(=O)C2CCN(c3cc(N)ncn3)CC2)c1,17.0,active
CHEMBL5422508,COc1ncnc(N2CCC(C(=O)N3OCC[C@H]3c3cc(F)cc(C#N)c3)CC2)c1F,18.0,active
CHEMBL5394372,COc1cc(N2CCC(C(=O)N3OCC[C@H]3c3cc(F)c(C)c(C#N)c3)CC2)ncn1,22.0,active
CHEMBL5405225,COc1cc(N2CCC(C(=O)N3OCC[C@H]3c3cc(F)cc(Cl)c3)CC2)ncn1,17.0,active
CHEMBL4521353,CC(C)(C)C(=O)N1N=CC[C@H]1c1ccccc1,29.0,active
CHEMBL5173634,CN1C(=O)[C@@H](NC(=O)c2nc(Cc3ccccc3)n[nH]2)COc2ccc(C#CC3CC3)cc21,5.7,active
CHEMBL5173634,CN1C(=O)[C@@H](NC(=O)c2nc(Cc3ccccc3)n[nH]2)COc2ccc(C#CC3CC3)cc21,16.0,active
CHEMBL5398821,CNC(=O)c1n[nH]c2cc(-c3ccc(C(=O)NCc4ccc(OCCC5CC5)cc4)nc3)ccc12,10000.0,inactive
CHEMBL5440643,CC(NCC(=O)Nc1cccc(-c2cc(C(=O)NCc3cccc(F)c3)n(C)c2)n1)c1ccccc1F,10000.0,inactive
CHEMBL5412823,Cc1cc(Oc2ccc(F)c(C(=O)NCc3ccc(F)cc3)n2)cc(C(=O)NCc2ccc(Br)s2)c1,10000.0,inactive
CHEMBL5397512,CC(=O)Nc1cn2cc(-c3ccc(CNC(=O)c4cc(F)ccc4OCC4CCCC4)nc3)ccc2n1,10000.0,inactive
CHEMBL5403081,CC(C)C(=O)Nc1nc2cc(-c3ccc4c(c3)c(C(=O)NC(C)c3ccccc3)cn4C)ccn2n1,35.0,active
CHEMBL5438972,CCOc1ccccc1CNCC(=O)c1cn2ccc(-c3ccn4nc(NC(=O)C(C)C)nc4c3)cc2n1,463.0,active
CHEMBL5430224,CC(NC(=O)c1cn(C)c2ccc(-c3ccn4nc(NC(=O)C5CC5)cc4n3)cc12)c1ccc(F)cc1,49.0,active
CHEMBL5427031,CC(NC(=O)c1cn(C)c2ccc(-c3ccn4nc(NC(=O)C5CC5)cc4n3)cc12)c1ccccc1,65.0,active
CHEMBL4439426,Oc1ccc(-c2cc3cccnc3[nH]2)cc1,2070.0,intermediate
CHEMBL5407487,Oc1ccc(-c2cnc3[nH]ccc3c2)cc1,1090.0,intermediate
CHEMBL3628255,Oc1ccc(-c2cnc3[nH]ccc3n2)cc1,4860.0,intermediate
CHEMBL5399082,N#Cc1ccc(-c2cnc3[nH]ccc3c2)cc1,1170.0,intermediate
CHEMBL5401530,NC(=O)c1ccc(-c2cnc3[nH]ccc3c2)cc1,170.0,active
CHEMBL5429657,O/N=C/c1ccc(-c2cnc3[nH]ccc3c2)cc1,3660.0,intermediate
CHEMBL5413548,OCc1ccc(-c2cc3cccnc3[nH]2)cc1,170.0,active
CHEMBL5407948,OCCc1ccc(-c2cc3cccnc3[nH]2)cc1,230.0,active
CHEMBL5432668,Oc1ccccc1-c1cc2cccnc2[nH]1,950.0,active
CHEMBL5419896,Oc1cccc(-c2cc3cccnc3[nH]2)c1,1080.0,intermediate
CHEMBL5404353,Nc1ccc(-c2cc3cccnc3[nH]2)cc1,240.0,active
CHEMBL79711,COc1ccc(-c2cc3ccc[nH]c-3n2)cc1,90.0,active
CHEMBL5408026,CC(C)(C)Oc1ccc(-c2cc3cccnc3[nH]2)cc1,220.0,active
CHEMBL5416808,NC(=O)c1ccc(-c2cc3cccnc3[nH]2)cc1,110.0,active
CHEMBL5423912,Oc1ccc(-c2cc3cccnc3[nH]2)cc1F,2560.0,intermediate
CHEMBL5432711,COc1cc(-c2cc3cccnc3[nH]2)ccc1O,120.0,active
CHEMBL5418930,Oc1ccc(-c2cc3cccnc3[nH]2)cc1Cl,3870.0,intermediate
CHEMBL5427681,Oc1ccc2ccc(-c3cc4cccnc4[nH]3)cc2c1,2600.0,intermediate
CHEMBL5426570,c1ccc(Oc2ccc(-c3cc4cccnc4[nH]3)cc2)cc1,9000.0,intermediate
CHEMBL5439801,Oc1ccc(-c2ccc(-c3cc4cccnc4[nH]3)cc2)cc1,230.0,active
CHEMBL5436651,c1cnc2[nH]c(-c3ccc4ncsc4c3)cc2c1,350.0,active
CHEMBL5409296,O/N=C/c1ccc(-c2cc3cccnc3[nH]2)cc1,270.0,active
CHEMBL5424677,c1cnc2[nH]c(-c3ccc4c(c3)CCCO4)cc2c1,1180.0,intermediate
CHEMBL5396051,CNC(=O)c1ccc(-c2cc3cccnc3[nH]2)cc1,93.0,active
CHEMBL5412064,CCNC(=O)c1ccc(-c2cc3cccnc3[nH]2)cc1,180.0,active
CHEMBL5395362,CCCNC(=O)c1ccc(-c2cc3cccnc3[nH]2)cc1,630.0,active
CHEMBL5422041,CC(C)NC(=O)c1ccc(-c2cc3cccnc3[nH]2)cc1,500.0,active
CHEMBL5432235,CC(C)(C)NC(=O)c1ccc(-c2cc3cccnc3[nH]2)cc1,90.0,active
CHEMBL5404174,CC(C)N(C(=O)c1ccc(-c2cc3cccnc3[nH]2)cc1)C(C)C,130.0,active
CHEMBL5409414,O=C(c1ccc(-c2cc3cccnc3[nH]2)cc1)N1CCCC1,140.0,active
CHEMBL5434486,O=C(c1ccc(-c2cc3cccnc3[nH]2)cc1)N1CCCCC1,120.0,active
CHEMBL5404074,O=C(c1ccc(-c2cc3cccnc3[nH]2)cc1)N1CCNCC1,100.0,active
CHEMBL5427291,O=C(c1ccc(-c2cc3cccnc3[nH]2)cc1)N1CCOCC1,88.0,active
CHEMBL5434132,CN1CCN(C(=O)c2ccc(-c3cc4cccnc4[nH]3)cc2)CC1,100.0,active
CHEMBL5421764,O=C(NC1CC1)c1ccc(-c2cc3cccnc3[nH]2)cc1,200.0,active
