molecule_chembl_id,canonical_smiles,standard_value,bioactivity
CHEMBL4099698,CN1C(=O)[C@@H](NC(=O)c2cc(Cc3ccccc3)on2)COc2ccc(-c3cc[nH]n3)cc21,6.3,active
CHEMBL4089558,CN1C(=O)[C@@H](NC(=O)c2cc(Cc3ccccc3)on2)COc2ccc(-c3n[nH]c(=O)o3)cc21,3.2,active
CHEMBL4067372,CN1C(=O)[C@@H](NC(=O)c2ncc(Cc3ccccc3)o2)COc2ccccc21,1.0,active
CHEMBL4088627,CN1C(=O)[C@@H](NC(=O)c2ncc(Cc3ccccc3)s2)COc2ccccc21,794.0,active
CHEMBL4080047,CN1C(=O)[C@@H](NC(=O)c2coc(Cc3ccccc3)n2)COc2ccccc21,2512.0,intermediate
CHEMBL4104281,CN1C(=O)[C@@H](NC(=O)c2c[nH]c(Cc3ccccc3)n2)COc2ccccc21,1995.0,intermediate
CHEMBL4069318,CN1C(=O)[C@@H](NC(=O)c2cn(Cc3ccccc3)cn2)COc2ccccc21,6.3,active
CHEMBL4096551,CN1C(=O)[C@@H](NC(=O)c2cnn(Cc3ccccc3)c2)COc2ccccc21,631.0,active
CHEMBL4060644,CN1C(=O)[C@@H](NC(=O)c2cc(Cc3ccccc3)n(C)n2)COc2ccccc21,10.0,active
CHEMBL4088857,CN1C(=O)[C@@H](NC(=O)c2nnc(Cc3ccccc3)o2)COc2ccccc21,7.9,active
CHEMBL4099004,CN1C(=O)[C@@H](NC(=O)c2noc(Cc3ccccc3)n2)COc2ccccc21,5.0,active
CHEMBL4080978,CN1C(=O)[C@@H](NC(=O)c2cn(Cc3ccccc3)nn2)COc2ccccc21,25.0,active
CHEMBL4065561,CN1C(=O)[C@@H](NC(=O)c2ncn(Cc3ccccc3)n2)COc2ccccc21,1.6,active
CHEMBL4093220,CN1C(=O)[C@@H](NC(=O)c2nnn(Cc3ccccc3)n2)COc2ccccc21,2.5,active
CHEMBL4098139,CN1C(=O)[C@@H](NC(=O)c2cccc(Cc3ccccc3)c2)COc2ccccc21,398.0,active
CHEMBL4071080,CN1C(=O)[C@@H](NC(=O)c2cc(Cc3ccccc3)ccn2)COc2ccccc21,40.0,active
CHEMBL4071864,CN1C(=O)[C@@H](NC(=O)c2n[nH]c(Cc3ccccc3)n2)COc2ccccc21,1.6,active
CHEMBL4071864,CN1C(=O)[C@@H](NC(=O)c2n[nH]c(Cc3ccccc3)n2)COc2ccccc21,0.4,active
CHEMBL4071864,CN1C(=O)[C@@H](NC(=O)c2n[nH]c(Cc3ccccc3)n2)COc2ccccc21,0.5,active
CHEMBL4071864,CN1C(=O)[C@@H](NC(=O)c2n[nH]c(Cc3ccccc3)n2)COc2ccccc21,2.0,active
CHEMBL4100398,CN1C(=O)[C@@H](N2CCc3c(nn(Cc4ccccc4)c3Cl)C2=O)COc2cc(C#N)ccc21,1.3,active
CHEMBL572878,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,208.0,active
CHEMBL4069729,Cc1cc(Nc2cc(N3CCCCC3)nc(Nc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,295.0,active
CHEMBL4090723,Cc1cc(Nc2cc(N3CCOCC3)nc(Nc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,167.0,active
CHEMBL4105556,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Nc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,178.0,active
CHEMBL4064515,Cc1cc(Nc2nc(Sc3ccc(NC(=O)C4CCCCC4)cc3)nc(N3CCN(C)CC3)n2)n[nH]1,2468.0,intermediate
CHEMBL381230,CN1C(=O)NC(Cc2c[nH]c3c(Cl)cccc23)C1=O,754.0,active
CHEMBL4289311,COCCn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(OC(F)(F)F)c2)c2c(N)ncnc21,105.0,active
CHEMBL4290735,CCCCn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(OC(F)(F)F)c2)c2c(N)ncnc21,10.0,active
CHEMBL4292726,CCCn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(OC(F)(F)F)c2)c2c(N)ncnc21,31.0,active
CHEMBL4292454,CC(C)n1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(OC(F)(F)F)c2)c2c(N)ncnc21,10.0,active
CHEMBL4281823,CCn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(OC(F)(F)F)c2)c2c(N)ncnc21,11.0,active
CHEMBL4290948,Cn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(OC(F)(F)F)c2)c2c(N)ncnc21,13.0,active
CHEMBL4280312,Cn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(OC(F)(F)F)c2)c2cncnc21,468.0,active
CHEMBL4294339,Cn1nc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(OC(F)(F)F)c2)c2cncnc21,634.0,active
CHEMBL4283766,Cn1nc(-c2ccc3c(c2)CCN3C(=O)Cc2ccc(Cl)c(C(F)(F)F)c2)c2c(N)ncnc21,28.0,active
CHEMBL4284148,Cn1nc(-c2ccc3c(c2)CCN3C(=O)Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2c(N)ncnc21,264.0,active
CHEMBL4292027,Cn1nc(-c2ccc3c(c2)CCN3C(=O)Cc2cc(F)cc(C(F)(F)F)c2)c2c(N)ncnc21,18.0,active
CHEMBL4287519,Cn1nc(-c2ccc3c(c2)CCN3C(=O)Cc2ccc(Br)cc2)c2c(N)ncnc21,392.0,active
CHEMBL4276878,Cn1nc(-c2ccc3c(c2)CCN3C(=O)Cc2ccc(Cl)cc2)c2c(N)ncnc21,704.0,active
CHEMBL4290879,Cn1nc(-c2ccc3c(c2)CCN3C(=O)Cc2ccc(C(F)(F)F)cc2)c2c(N)ncnc21,128.0,active
CHEMBL4283005,Cn1nc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(C#N)c2)c2c(N)ncnc21,190.0,active
CHEMBL4282588,COc1cccc(CC(=O)N2CCc3cc(-c4nn(C)c5ncnc(N)c45)ccc32)c1,116.0,active
CHEMBL4283246,Cc1cccc(CC(=O)N2CCc3cc(-c4nn(C)c5ncnc(N)c45)ccc32)c1,56.0,active
CHEMBL4279118,Cn1nc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(OC(F)(F)F)c2)c2c(N)ncnc21,10.0,active
CHEMBL4289802,Cn1nc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(Br)c2)c2c(N)ncnc21,26.0,active
CHEMBL4289381,Cn1nc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(Cl)c2)c2c(N)ncnc21,58.0,active
CHEMBL4281501,Cn1nc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(F)c2)c2c(N)ncnc21,61.0,active
CHEMBL4285969,Cn1nc(-c2ccc3c(c2)CCN3C(=O)CCc2cccc(C(F)(F)F)c2)c2c(N)ncnc21,17.0,active
CHEMBL4278044,Cn1nc(-c2ccc3c(c2)CCN3C(=O)Nc2cccc(C(F)(F)F)c2)c2c(N)ncnc21,49.0,active
CHEMBL4292771,C[C@H](C(=O)N1CCc2cc(-c3nn(C)c4ncnc(N)c34)ccc21)c1ccccc1,2994.0,intermediate
CHEMBL4282159,C[C@@H](C(=O)N1CCc2cc(-c3nn(C)c4ncnc(N)c34)ccc21)c1ccccc1,3457.0,intermediate
CHEMBL4289355,Cn1nc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(C(F)(F)F)c2)c2c(N)ncnc21,14.0,active
CHEMBL4278688,CC(C)c1cc(-c2nn(C)c3ncnc(N)c23)ccc1NC(=O)Cc1cccc(C(F)(F)F)c1,531.0,active
CHEMBL4285949,CCc1cc(-c2nn(C)c3ncnc(N)c23)ccc1NC(=O)Cc1cccc(C(F)(F)F)c1,107.0,active
CHEMBL4293838,COc1cc(-c2nn(C)c3ncnc(N)c23)ccc1NC(=O)Cc1cccc(C(F)(F)F)c1,424.0,active
CHEMBL4282562,Cc1cc(-c2nn(C)c3ncnc(N)c23)ccc1NC(=O)Cc1cccc(C(F)(F)F)c1,134.0,active
CHEMBL4290430,Cn1nc(-c2ccc(NC(=O)Cc3cccc(C(F)(F)F)c3)cc2F)c2c(N)ncnc21,49.0,active
CHEMBL4279092,Cn1nc(-c2ccc(NC(=O)Cc3cccc(C(F)(F)F)c3)c(Cl)c2)c2c(N)ncnc21,94.0,active
CHEMBL4287016,Cn1nc(-c2ccc(NC(=O)Cc3cccc(C(F)(F)F)c3)c(F)c2)c2c(N)ncnc21,79.0,active
CHEMBL4291229,Cn1nc(-c2ccc(NC(=O)Cc3cccc(C(F)(F)F)c3)cc2)c2c(N)ncnc21,77.0,active
CHEMBL4452233,O=C(N[C@H]1CCc2cc(F)cc(F)c2NC1=O)c1n[nH]c(Cc2ccccc2)n1,0.4,active
CHEMBL4452233,O=C(N[C@H]1CCc2cc(F)cc(F)c2NC1=O)c1n[nH]c(Cc2ccccc2)n1,0.5,active
CHEMBL4452233,O=C(N[C@H]1CCc2cc(F)cc(F)c2NC1=O)c1n[nH]c(Cc2ccccc2)n1,1.6,active
CHEMBL3786293,O=C(N[C@H]1COc2ccccc2NC1=O)c1cc(Cc2ccccc2)on1,32.0,active
CHEMBL4071864,CN1C(=O)[C@@H](NC(=O)c2n[nH]c(Cc3ccccc3)n2)COc2ccccc21,6.3,active
CHEMBL3785703,CN1C(=O)[C@@H](NC(=O)c2cc(Cc3ccccc3)on2)COc2ccccc21,1.6,active
CHEMBL3786293,O=C(N[C@H]1COc2ccccc2NC1=O)c1cc(Cc2ccccc2)on1,200.0,active
CHEMBL4453758,CN1C(=O)[C@@H](NC(=O)c2n[nH]c(Cc3ccccc3)n2)CCc2cc(F)cc(F)c21,6.3,active
CHEMBL4554676,CN1C(=O)[C@@H](NC(=O)c2n[nH]c(Cc3ccccc3)n2)CCc2ccccc21,5.0,active
CHEMBL4554676,CN1C(=O)[C@@H](NC(=O)c2n[nH]c(Cc3ccccc3)n2)CCc2ccccc21,10.0,active
CHEMBL4068352,O=C(N[C@H]1COc2ccccc2NC1=O)c1n[nH]c(Cc2ccccc2)n1,32.0,active
CHEMBL3785703,CN1C(=O)[C@@H](NC(=O)c2cc(Cc3ccccc3)on2)COc2ccccc21,7.9,active
CHEMBL4452233,O=C(N[C@H]1CCc2cc(F)cc(F)c2NC1=O)c1n[nH]c(Cc2ccccc2)n1,6.3,active
CHEMBL4453758,CN1C(=O)[C@@H](NC(=O)c2n[nH]c(Cc3ccccc3)n2)CCc2cc(F)cc(F)c21,6.3,active
CHEMBL4470945,O=C(N[C@H]1CCc2ccccc2NC1=O)c1n[nH]c(Cc2ccccc2)n1,50.0,active
CHEMBL4452233,O=C(N[C@H]1CCc2cc(F)cc(F)c2NC1=O)c1n[nH]c(Cc2ccccc2)n1,6.3,active
CHEMBL4470945,O=C(N[C@H]1CCc2ccccc2NC1=O)c1n[nH]c(Cc2ccccc2)n1,63.0,active
CHEMBL4068352,O=C(N[C@H]1COc2ccccc2NC1=O)c1n[nH]c(Cc2ccccc2)n1,100.0,active
CHEMBL4071864,CN1C(=O)[C@@H](NC(=O)c2n[nH]c(Cc3ccccc3)n2)COc2ccccc21,1.0,active
CHEMBL4452233,O=C(N[C@H]1CCc2cc(F)cc(F)c2NC1=O)c1n[nH]c(Cc2ccccc2)n1,5.0,active
CHEMBL4452233,O=C(N[C@H]1CCc2cc(F)cc(F)c2NC1=O)c1n[nH]c(Cc2ccccc2)n1,0.4,active
CHEMBL4514271,N#Cc1cc(N2CCC(C(=O)N3N=CC[C@H]3c3cc(F)cc(F)c3)CC2)ncn1,10.0,active
CHEMBL4452233,O=C(N[C@H]1CCc2cc(F)cc(F)c2NC1=O)c1n[nH]c(Cc2ccccc2)n1,19.95,active
CHEMBL4536697,CN1C(=O)[C@@H](NC(=O)c2n[nH]c(Cc3ccccc3)n2)COc2cc(F)cc(F)c21,2.512,active
CHEMBL4461132,CN1C(=O)[C@@H](NC(=O)c2n[nH]c(Cc3ccccc3F)n2)CNc2ccccc21,39.81,active
CHEMBL4438217,O=C(N[C@H]1CNc2cc(Cl)ccc2NC1=O)c1nnc(Cc2ccccc2)[nH]1,19.95,active
CHEMBL4522283,O=C(N[C@H]1CNc2cccc(F)c2NC1=O)c1nnc(Cc2ccccc2F)[nH]1,10.0,active
CHEMBL4470115,Nc1ccc(C#Cc2c(Oc3ccc(NC(=O)c4cccn(-c5ccc(F)cc5)c4=O)cc3F)ccnc2N)nc1,310.0,active
CHEMBL4434926,Cc1ccc(COC(=O)Nc2cc(-c3cc4c([nH]3)CCNC4=O)ccn2)cc1,17000.0,inactive
CHEMBL509101,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O,1500.0,intermediate
CHEMBL4455682,O=C(Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O,180.0,active
CHEMBL4572309,O=C(Nc1ccc(Oc2ccncc2)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O,15000.0,inactive
CHEMBL4468222,O=C(Nc1ccc(Oc2ccncc2)c(F)c1)c1cccc(-c2ccc(F)cc2)c1,15000.0,inactive
CHEMBL4542026,Cc1cc(NC(=O)c2cccn(-c3ccc(F)cc3)c2=O)cc(C)c1Oc1ccncc1,15000.0,inactive
CHEMBL4438939,O=C(Nc1ccc(Oc2ccncc2)c2ccccc12)c1cccn(-c2ccc(F)cc2)c1=O,15000.0,inactive
CHEMBL4476485,Cc1cc(NC(=O)c2cccn(-c3ccc(F)cc3)c2=O)ccc1Oc1ccnc(NC(=O)C2CC2)c1,200.0,active
CHEMBL4476076,Cc1cc(NC(=O)c2cccn(-c3ccc(F)cc3)c2=O)cc(C)c1Oc1ccnc(NC(=O)C2CC2)c1,11000.0,inactive
CHEMBL4551490,Cc1c(NC(=O)c2cccn(-c3ccc(F)cc3)c2=O)ccc(Oc2ccnc(NC(=O)C3CC3)c2)c1C,5500.0,intermediate
CHEMBL4552106,CC#Cc1c(Oc2ccc(NC(=O)c3cccn(-c4ccc(F)cc4)c3=O)cc2F)ccnc1N,600.0,active
CHEMBL4434881,Cc1c(NC(=O)c2cccn(-c3ccc(F)cc3)c2=O)ccc(Oc2ccncc2)c1C,15000.0,inactive
CHEMBL1580000,O=C(Nc1cccc(Cl)c1)N1N=CCC1c1ccccc1,126.0,active
CHEMBL4584741,CC(C)(C)C(=O)N1CCCC1c1ccccc1,316.0,active
CHEMBL4446915,CC(C)(C)C(=O)N1N=CCC1c1ccccc1,25.0,active
CHEMBL4521353,CC(C)(C)C(=O)N1N=CC[C@H]1c1ccccc1,16.0,active
CHEMBL4442060,CC(C)(C)C(=O)N1N=CC[C@@H]1c1ccccc1,10000.0,inactive
CHEMBL4438495,CC(C)(C)C(=O)N1CCCC1c1cccc(F)c1,200.0,active
CHEMBL4545356,CC1=NN(C(=O)C(C)(C)C)[C@H](c2ccccc2)C1,126.0,active
CHEMBL4437641,C[C@@H]1C=NN(C(=O)C(C)(C)C)[C@@H]1c1ccccc1,200.0,active
CHEMBL4463613,CC(C)(C)C(=O)n1nccc1-c1ccccc1,10000.0,inactive
CHEMBL4577829,CC(C)(C)C(=O)N1CCCCC1c1ccccc1,10000.0,inactive
CHEMBL4464244,CC(C)(C)C(=O)N1CCOCC1c1ccccc1,10000.0,inactive
CHEMBL4458681,CC(C)(C)C(=O)N1CCNCC1c1ccccc1,10000.0,inactive
CHEMBL4555675,CN1CCN(C(=O)C(C)(C)C)C(c2ccccc2)C1,10000.0,inactive
CHEMBL4455695,CC(C)(C)C(=O)N1CCSC1c1ccccc1,3980.0,intermediate
CHEMBL4540090,CC(C)(C)C(=O)N1CCC1c1ccccc1,79.0,active
CHEMBL4537171,CC(C)(C)C(=O)N1N=CCC1c1cccc(F)c1,10.0,active
CHEMBL4514028,Cc1ccc(C2CC=NN2C(=O)C(C)(C)C)cc1F,10.0,active
CHEMBL4593226,CC(C)(C)C(=O)N1N=CCC1c1cc(F)cc(F)c1,10.0,active
CHEMBL4436215,Cc1ccc(C2CC=NN2C(=O)C(C)(C)C)cc1,10.0,active
CHEMBL4576386,CC(C)(C)C(=O)N1N=CCC1c1ccc(Cl)cc1,10.0,active
CHEMBL4556131,CC(C)(C)C(=O)N1N=CCC1c1cccc(Cl)c1,10.0,active
CHEMBL4533161,CC(C)(C)C(=O)N1N=CCC1c1ccc(C(C)(C)C)cc1,10.0,active
CHEMBL4436896,CC(C)(C)C(=O)N1N=CCC1c1ccc(S(C)(=O)=O)cc1,10.0,active
CHEMBL4544356,CC(C)(C)C(=O)N1N=CCC1c1ccccn1,10.0,active
CHEMBL4446523,CC(C)(C)C(=O)N1N=CCC1c1cccnc1,10.0,active
CHEMBL4448908,CC(C)(C)C(=O)N1N=CCC1c1ccncc1,10.0,active
CHEMBL4446758,CC(C)(C)C(=O)N1N=CCC1c1cc[nH]n1,10.0,active
CHEMBL4446928,CC(C)(C)C(=O)N1N=CCC1c1c[nH]cn1,10.0,active
CHEMBL4440532,CC(C)(C)C(=O)N1N=CCC1c1cocn1,10.0,active
CHEMBL4590117,CC(C)(C)C(=O)N1N=CCC1C1CCCCC1,10.0,active
CHEMBL4467752,CC(C)(C)C(=O)N1N=CCC1C1CCCC1,10.0,active
CHEMBL4472572,CC(C)(C)C(=O)N1N=CCC1C1CCOCC1,10.0,active
CHEMBL4452768,CN1CCC(C2CC=NN2C(=O)C(C)(C)C)CC1,10.0,active
CHEMBL4519627,CC(C)C(=O)N1N=CCC1c1ccccc1,10.0,active
CHEMBL4451628,CC(C)(CO)C(=O)N1N=CCC1c1ccccc1,10.0,active
CHEMBL4437098,CC(C)(CN)C(=O)N1N=CCC1c1ccccc1,10.0,active
CHEMBL4457026,O=C(C1CCCC1)N1N=CCC1c1ccccc1,10.0,active
CHEMBL4471642,O=C(C1CCCCC1)N1N=CCC1c1ccccc1,10.0,active
CHEMBL4436131,O=C(C1CCC1)N1N=CCC1c1ccccc1,10.0,active
CHEMBL4474301,O=C(C1CCOCC1)N1N=CCC1c1ccccc1,10.0,active
CHEMBL4474937,O=C(C1CCOC1)N1N=CCC1c1ccccc1,10.0,active
CHEMBL4564157,O=C(c1ccccc1)N1N=CCC1c1ccccc1,10.0,active
CHEMBL4452678,O=C(c1ccncc1)N1N=CCC1c1ccccc1,10.0,active
CHEMBL4554458,O=C(c1cccnc1)N1N=CCC1c1ccccc1,10.0,active
CHEMBL4519892,O=C(c1ccccn1)N1N=CCC1c1ccccc1,10.0,active
CHEMBL4527680,CN1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,10.0,active
CHEMBL4565985,O=C(C1CCN(c2ccccc2)CC1)N1N=CCC1c1ccccc1,10.0,active
CHEMBL4553214,CC(=O)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,10.0,active
CHEMBL4474320,CC(=O)N1CCC(C(=O)N2N=CC[C@H]2c2ccccc2)CC1,10.0,active
CHEMBL4463322,O=C(C1CCN(C(=O)C(F)(F)F)CC1)N1N=CCC1c1ccccc1,10.0,active
CHEMBL4526661,CCC(=O)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,10.0,active
CHEMBL4448942,O=C(C1CCCCC1)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,10.0,active
CHEMBL4588685,O=C(c1ccccc1)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,10.0,active
CHEMBL4548719,O=C(c1cccnc1)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,10.0,active
CHEMBL4575848,O=C(c1ccccn1)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,10.0,active
CHEMBL4584779,O=C(c1cocn1)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,10.0,active
CHEMBL4548784,O=C(c1cnco1)N1CCC(C(=O)N2N=CC[C@H]2c2ccccc2)CC1,10.0,active
CHEMBL4583157,O=C(c1cc[nH]n1)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,10.0,active
CHEMBL4524420,O=C(c1cn[nH]c1)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,10.0,active
CHEMBL4465743,O=C(c1c[nH]nn1)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,10.0,active
CHEMBL4552893,O=C(c1cscn1)N1CCC(C(=O)N2N=CC[C@H]2c2ccccc2)CC1,10.0,active
CHEMBL4594130,O=C(C1CCN(c2ccccc2)CC1)N1N=CC[C@H]1c1ccccc1,10.0,active
CHEMBL4454462,O=C(C1CCN(c2ccccn2)CC1)N1N=CC[C@H]1c1ccccc1,10.0,active
CHEMBL4455042,O=C(C1CCN(c2ncccn2)CC1)N1N=CC[C@H]1c1ccccc1,10.0,active
CHEMBL4443534,O=C(C1CCN(c2ccncn2)CC1)N1N=CC[C@H]1c1ccccc1,10.0,active
CHEMBL4556751,O=C(C1CCN(c2cccnn2)CC1)N1N=CC[C@H]1c1ccccc1,10.0,active
CHEMBL4454881,Cc1nnc(N2CCC(C(=O)N3N=CC[C@H]3c3ccccc3)CC2)o1,10.0,active
CHEMBL4561445,N#Cc1ccc(N2CCC(C(=O)N3N=CC[C@H]3c3cc(F)cc(F)c3)CC2)nn1,10.0,active
CHEMBL4450890,N#Cc1cnc(N2CCC(C(=O)N3N=CC[C@H]3c3cc(F)cc(F)c3)CC2)cn1,10.0,active
CHEMBL4541955,N#Cc1nccc(N2CCC(C(=O)N3N=CC[C@H]3c3cc(F)cc(F)c3)CC2)n1,10.0,active
CHEMBL4514271,N#Cc1cc(N2CCC(C(=O)N3N=CC[C@H]3c3cc(F)cc(F)c3)CC2)ncn1,10.0,active
CHEMBL4545939,Cc1nnc(N2CCC(C(=O)N3N=CC[C@H]3c3cc(F)cc(F)c3)CC2)o1,10.0,active
CHEMBL4446915,CC(C)(C)C(=O)N1N=CCC1c1ccccc1,4.8,active
CHEMBL4521353,CC(C)(C)C(=O)N1N=CC[C@H]1c1ccccc1,1.6,active
CHEMBL4442060,CC(C)(C)C(=O)N1N=CC[C@@H]1c1ccccc1,10000.0,inactive
CHEMBL4537171,CC(C)(C)C(=O)N1N=CCC1c1cccc(F)c1,0.5,active
CHEMBL4514028,Cc1ccc(C2CC=NN2C(=O)C(C)(C)C)cc1F,2.0,active
CHEMBL4593226,CC(C)(C)C(=O)N1N=CCC1c1cc(F)cc(F)c1,1.3,active
CHEMBL4436215,Cc1ccc(C2CC=NN2C(=O)C(C)(C)C)cc1,6.3,active
CHEMBL4576386,CC(C)(C)C(=O)N1N=CCC1c1ccc(Cl)cc1,6.3,active
CHEMBL4556131,CC(C)(C)C(=O)N1N=CCC1c1cccc(Cl)c1,9.0,active
CHEMBL4533161,CC(C)(C)C(=O)N1N=CCC1c1ccc(C(C)(C)C)cc1,3980.0,intermediate
CHEMBL4436896,CC(C)(C)C(=O)N1N=CCC1c1ccc(S(C)(=O)=O)cc1,2000.0,intermediate
CHEMBL4544356,CC(C)(C)C(=O)N1N=CCC1c1ccccn1,316.0,active
CHEMBL4446523,CC(C)(C)C(=O)N1N=CCC1c1cccnc1,159.0,active
CHEMBL4448908,CC(C)(C)C(=O)N1N=CCC1c1ccncc1,5012.0,intermediate
CHEMBL4446758,CC(C)(C)C(=O)N1N=CCC1c1cc[nH]n1,3980.0,intermediate
CHEMBL4446928,CC(C)(C)C(=O)N1N=CCC1c1c[nH]cn1,3980.0,intermediate
CHEMBL4440532,CC(C)(C)C(=O)N1N=CCC1c1cocn1,794.0,active
CHEMBL4590117,CC(C)(C)C(=O)N1N=CCC1C1CCCCC1,126.0,active
CHEMBL4467752,CC(C)(C)C(=O)N1N=CCC1C1CCCC1,200.0,active
CHEMBL4472572,CC(C)(C)C(=O)N1N=CCC1C1CCOCC1,10000.0,inactive
CHEMBL4452768,CN1CCC(C2CC=NN2C(=O)C(C)(C)C)CC1,10000.0,inactive
CHEMBL4519627,CC(C)C(=O)N1N=CCC1c1ccccc1,80.0,active
CHEMBL4451628,CC(C)(CO)C(=O)N1N=CCC1c1ccccc1,631.0,active
CHEMBL4437098,CC(C)(CN)C(=O)N1N=CCC1c1ccccc1,10000.0,inactive
CHEMBL4457026,O=C(C1CCCC1)N1N=CCC1c1ccccc1,16.0,active
CHEMBL4471642,O=C(C1CCCCC1)N1N=CCC1c1ccccc1,1.6,active
CHEMBL4436131,O=C(C1CCC1)N1N=CCC1c1ccccc1,126.0,active
CHEMBL4474301,O=C(C1CCOCC1)N1N=CCC1c1ccccc1,316.0,active
CHEMBL4474937,O=C(C1CCOC1)N1N=CCC1c1ccccc1,1000.0,active
CHEMBL4564157,O=C(c1ccccc1)N1N=CCC1c1ccccc1,398.0,active
CHEMBL4452678,O=C(c1ccncc1)N1N=CCC1c1ccccc1,2000.0,intermediate
CHEMBL4554458,O=C(c1cccnc1)N1N=CCC1c1ccccc1,2512.0,intermediate
CHEMBL4519892,O=C(c1ccccn1)N1N=CCC1c1ccccc1,10000.0,inactive
CHEMBL4527680,CN1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,10000.0,inactive
CHEMBL4565985,O=C(C1CCN(c2ccccc2)CC1)N1N=CCC1c1ccccc1,13.0,active
CHEMBL4553214,CC(=O)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,126.0,active
CHEMBL4474320,CC(=O)N1CCC(C(=O)N2N=CC[C@H]2c2ccccc2)CC1,35.0,active
CHEMBL4463322,O=C(C1CCN(C(=O)C(F)(F)F)CC1)N1N=CCC1c1ccccc1,16.0,active
CHEMBL4526661,CCC(=O)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,126.0,active
CHEMBL4448942,O=C(C1CCCCC1)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,794.0,active
CHEMBL4588685,O=C(c1ccccc1)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,10.0,active
CHEMBL4548719,O=C(c1cccnc1)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,159.0,active
CHEMBL4575848,O=C(c1ccccn1)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,2.5,active
CHEMBL4584779,O=C(c1cocn1)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,6.3,active
CHEMBL4548784,O=C(c1cnco1)N1CCC(C(=O)N2N=CC[C@H]2c2ccccc2)CC1,2.5,active
CHEMBL4583157,O=C(c1cc[nH]n1)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,25.0,active
CHEMBL4524420,O=C(c1cn[nH]c1)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,79.0,active
CHEMBL4465743,O=C(c1c[nH]nn1)N1CCC(C(=O)N2N=CCC2c2ccccc2)CC1,32.0,active
CHEMBL4552893,O=C(c1cscn1)N1CCC(C(=O)N2N=CC[C@H]2c2ccccc2)CC1,20.0,active
CHEMBL4594130,O=C(C1CCN(c2ccccc2)CC1)N1N=CC[C@H]1c1ccccc1,16.0,active
CHEMBL4454462,O=C(C1CCN(c2ccccn2)CC1)N1N=CC[C@H]1c1ccccc1,2.5,active
CHEMBL4455042,O=C(C1CCN(c2ncccn2)CC1)N1N=CC[C@H]1c1ccccc1,1.6,active
CHEMBL4443534,O=C(C1CCN(c2ccncn2)CC1)N1N=CC[C@H]1c1ccccc1,5.0,active
CHEMBL4556751,O=C(C1CCN(c2cccnn2)CC1)N1N=CC[C@H]1c1ccccc1,20.0,active
CHEMBL4454881,Cc1nnc(N2CCC(C(=O)N3N=CC[C@H]3c3ccccc3)CC2)o1,50.0,active
